Unnamed: 0,City,State_x,Lat,Lng,Airport Name,Airport Address,Airport Rating,Airport Code,Cheapest_Outbound_Airfare,Cheapest_Return_Airfare,Hotel,Rating,State_y,Country,Price,location,name,rating,review_count
6.0,San Antonio,Texas,29.4241219,-98.4936282,San Antonio International Airport,"9800 Airport Blvd, San Antonio",4.0,SAT,186.0,112.0,Omni La Mansion del Rio,4.0,TX,us,192.6,San Antonio,Morgan's Wonderland,5.0,96.0
6.0,San Antonio,Texas,29.4241219,-98.4936282,San Antonio International Airport,"9800 Airport Blvd, San Antonio",4.0,SAT,186.0,112.0,Hotel Contessa - Luxury Suites on the Riverwalk,4.0,TX,us,195.77,San Antonio,Morgan's Wonderland,5.0,96.0
7.0,San Diego,California,32.715738,-117.1610838,San Diego International Airport,"3225 N Harbor Dr, San Diego",3.9,SAN,97.0,94.0,Westgate Hotel,4.5,CA,us,123.01,San Diego,Balboa Park,5.0,2124.0
7.0,San Diego,California,32.715738,-117.1610838,San Diego International Airport,"3225 N Harbor Dr, San Diego",3.9,SAN,97.0,94.0,Baymont by Wyndham San Diego Downtown,2.5,CA,us,67.15,San Diego,Balboa Park,5.0,2124.0
7.0,San Diego,California,32.715738,-117.1610838,San Diego International Airport,"3225 N Harbor Dr, San Diego",3.9,SAN,97.0,94.0,Wyndham San Diego Bayside,4.0,CA,us,90.44,San Diego,Balboa Park,5.0,2124.0
7.0,San Diego,California,32.715738,-117.1610838,San Diego International Airport,"3225 N Harbor Dr, San Diego",3.9,SAN,97.0,94.0,Gaslamp Plaza Suites,3.5,CA,us,99.0,San Diego,Balboa Park,5.0,2124.0
7.0,San Diego,California,32.715738,-117.1610838,San Diego International Airport,"3225 N Harbor Dr, San Diego",3.9,SAN,97.0,94.0,Days Inn by Wyndham San Diego/Downtown/Convention Center,2.0,CA,us,73.95,San Diego,Balboa Park,5.0,2124.0
7.0,San Diego,California,32.715738,-117.1610838,San Diego International Airport,"3225 N Harbor Dr, San Diego",3.9,SAN,97.0,94.0,Old Town Inn,2.5,CA,us,83.9,San Diego,Balboa Park,5.0,2124.0
7.0,San Diego,California,32.715738,-117.1610838,San Diego International Airport,"3225 N Harbor Dr, San Diego",3.9,SAN,97.0,94.0,The Sofia Hotel,3.5,CA,us,98.05,San Diego,Balboa Park,5.0,2124.0
7.0,San Diego,California,32.715738,-117.1610838,San Diego International Airport,"3225 N Harbor Dr, San Diego",3.9,SAN,97.0,94.0,"Hotel Republic San Diego, Autograph Collection",4.0,CA,us,129.0,San Diego,Balboa Park,5.0,2124.0
